,site,station,sample_period,species_common,species_abundance,light_attenuation_av,depth,secchi,temp,salinity,do,pull_id,station_seagrass_richness,station_leaf_mlength,station_sd_mcanopy,station_se_mcanopy,station_leaf_width,station_leaf_sd_width,station_lps,station_lps_sd,station_la,station_la_sd,station_lai,station_lai_sd,station_lai_se,station_shoots,station_sd_shoots,station_shoots_m,station_sd_shoots_m,station_se_shoots_m,station_above_wt_m,station_sd_above_wt_m,station_ep_wt_gg,station_sd_ep_wt_gg,station_below_wt_m,station_sd_below_wt_m,tt_stationsp_leaf_mlength,tt_stationsp_sd_mcanopy,tt_stationsp_se_mcanopy,tt_stationsp_leaf_width,tt_stationsp_leaf_sd_width,tt_stationsp_lps,tt_stationsp_lps_sd,tt_stationsp_la,tt_stationsp_la_sd,tt_stationsp_lai,tt_stationsp_lai_sd,tt_stationsp_lai_se,tt_stationsp_shoots,tt_stationsp_sd_shoots,tt_stationsp_shoots_m,tt_stationsp_sd_shoots_m,tt_stationsp_se_shoots_m,tt_station_above_wt_m,tt_station_sd_above_wt_m,tt_station_ep_wt_gg,tt_station_sd_ep_wt_gg,tt_station_below_wt_m,tt_station_sd_below_wt_m,hd_stationsp_leaf_mlength,hd_stationsp_sd_mcanopy,hd_stationsp_se_mcanopy,hd_stationsp_leaf_width,hd_stationsp_leaf_sd_width,hd_stationsp_lps,hd_stationsp_lps_sd,hd_stationsp_la,hd_stationsp_la_sd,hd_stationsp_lai,hd_stationsp_lai_sd,hd_stationsp_lai_se,hd_stationsp_shoots,hd_stationsp_sd_shoots,hd_stationsp_shoots_m,hd_stationsp_sd_shoots_m,hd_stationsp_se_shoots_m,hd_station_above_wt_m,hd_station_sd_above_wt_m,he_stationsp_leaf_mlength,he_stationsp_sd_mcanopy,he_stationsp_se_mcanopy,he_stationsp_leaf_width,he_stationsp_leaf_sd_width,he_stationsp_lps,he_stationsp_lps_sd,he_stationsp_la,he_stationsp_la_sd,he_stationsp_lai,he_stationsp_lai_sd,he_stationsp_lai_se,he_stationsp_shoots,he_stationsp_sd_shoots,he_stationsp_shoots_m,he_stationsp_sd_shoots_m,he_stationsp_se_shoots_m,he_station_above_wt_m,he_station_sd_above_wt_m,he_station_ep_wt_gg,he_station_below_wt_m,hw_stationsp_leaf_mlength,hw_stationsp_sd_mcanopy,hw_stationsp_se_mcanopy,hw_stationsp_leaf_width,hw_stationsp_leaf_sd_width,hw_stationsp_lps,hw_stationsp_lps_sd,hw_stationsp_la,hw_stationsp_la_sd,hw_stationsp_lai,hw_stationsp_lai_sd,hw_stationsp_lai_se,hw_stationsp_shoots,hw_stationsp_sd_shoots,hw_stationsp_shoots_m,hw_stationsp_sd_shoots_m,hw_stationsp_se_shoots_m,hw_station_above_wt_m,hw_station_sd_above_wt_m,hw_station_ep_wt_gg,hw_station_sd_ep_wt_gg,hw_station_below_wt_m,hw_station_sd_below_wt_m,rm_stationsp_leaf_mlength,rm_stationsp_sd_mcanopy,rm_stationsp_se_mcanopy,rm_stationsp_leaf_width,rm_stationsp_leaf_sd_width,rm_stationsp_lps,rm_stationsp_lps_sd,rm_stationsp_la,rm_stationsp_la_sd,rm_stationsp_lai,rm_stationsp_lai_sd,rm_stationsp_lai_se,rm_stationsp_shoots,rm_stationsp_shoots_m,rm_station_above_wt_m,sf_stationsp_leaf_mlength,sf_stationsp_sd_mcanopy,sf_stationsp_se_mcanopy,sf_stationsp_leaf_width,sf_stationsp_leaf_sd_width,sf_stationsp_lps,sf_stationsp_lps_sd,sf_stationsp_la,sf_stationsp_la_sd,sf_stationsp_lai,sf_stationsp_lai_sd,sf_stationsp_lai_se,sf_stationsp_shoots,sf_stationsp_sd_shoots,sf_stationsp_shoots_m,sf_stationsp_sd_shoots_m,sf_stationsp_se_shoots_m,sf_station_above_wt_m,sf_station_sd_above_wt_m,sf_station_ep_wt_gg,sf_station_sd_ep_wt_gg,sf_station_below_wt_m,sf_station_sd_below_wt_m,pa,type
943,CH,28G,early,red drum,0,1.973291118,80,NA,30.96,22.78,7.98,600281,1,336,84.3832687,13.87252392,6.272972973,1.184836894,3.324324324,0.818333471,0.047544784,0.016696851,2.690484393,0.944848502,0.155332137,12.33333333,3.511884584,697.9238985,198.7320146,114.7379821,423.9038857,261.7589177,0.033449483,0.017120988,0,0,336,84.3832687,13.87252392,6.272972973,1.184836894,3.324324324,0.818333471,0.047544784,0.016696851,2.690484393,0.944848502,0.155332137,12.33333333,3.511884584,697.9238985,198.7320146,114.7379821,423.9038857,261.7589177,0.00148843,0.000761847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
944,CH,28G,early,spotted seatrout,0,1.973291118,80,NA,30.96,22.78,7.98,600281,1,336,84.3832687,13.87252392,6.272972973,1.184836894,3.324324324,0.818333471,0.047544784,0.016696851,2.690484393,0.944848502,0.155332137,12.33333333,3.511884584,697.9238985,198.7320146,114.7379821,423.9038857,261.7589177,0.033449483,0.017120988,0,0,336,84.3832687,13.87252392,6.272972973,1.184836894,3.324324324,0.818333471,0.047544784,0.016696851,2.690484393,0.944848502,0.155332137,12.33333333,3.511884584,697.9238985,198.7320146,114.7379821,423.9038857,261.7589177,0.00148843,0.000761847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
945,CH,28G,early,white shrimp,0,1.973291118,80,NA,30.96,22.78,7.98,600281,1,336,84.3832687,13.87252392,6.272972973,1.184836894,3.324324324,0.818333471,0.047544784,0.016696851,2.690484393,0.944848502,0.155332137,12.33333333,3.511884584,697.9238985,198.7320146,114.7379821,423.9038857,261.7589177,0.033449483,0.017120988,0,0,336,84.3832687,13.87252392,6.272972973,1.184836894,3.324324324,0.818333471,0.047544784,0.016696851,2.690484393,0.944848502,0.155332137,12.33333333,3.511884584,697.9238985,198.7320146,114.7379821,423.9038857,261.7589177,0.00148843,0.000761847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
946,CH,28G,late,blue crab,0,1.243631902,105,NA,31.5,19.92,6.89,600311,1,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.022762942,0.006533609,0,0,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.000761532,0.000218581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
947,CH,28G,late,brown shrimp,0,1.243631902,105,NA,31.5,19.92,6.89,600311,1,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.022762942,0.006533609,0,0,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.000761532,0.000218581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
948,CH,28G,late,gray snapper,1,1.243631902,105,NA,31.5,19.92,6.89,600311,1,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.022762942,0.006533609,0,0,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.000761532,0.000218581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sled
949,CH,28G,late,pink shrimp,0,1.243631902,105,NA,31.5,19.92,6.89,600311,1,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.022762942,0.006533609,0,0,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.000761532,0.000218581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
950,CH,28G,late,red drum,0,1.243631902,105,NA,31.5,19.92,6.89,600311,1,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.022762942,0.006533609,0,0,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.000761532,0.000218581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
951,CH,28G,late,spotted seatrout,0,1.243631902,105,NA,31.5,19.92,6.89,600311,1,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.022762942,0.006533609,0,0,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.000761532,0.000218581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
952,CH,28G,late,white shrimp,0,1.243631902,105,NA,31.5,19.92,6.89,600311,1,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.022762942,0.006533609,0,0,282.6461538,61.92740985,7.681149845,6.044230769,1.36881783,2.292307692,1.041679487,0.037866215,0.001634582,2.142789459,0.092498445,0.01147302,21.66666667,7.234178138,1226.082524,409.3707412,236.3503076,563.8281959,215.4527269,0.000761532,0.000218581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
953,CH,29G,early,blue crab,0,0.60982049,125,NA,30.02,33.48,6.25,600282,1,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.117865394,0.008805469,0,0,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.015058821,0.001125012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
954,CH,29G,early,brown shrimp,0,0.60982049,125,NA,30.02,33.48,6.25,600282,1,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.117865394,0.008805469,0,0,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.015058821,0.001125012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
955,CH,29G,early,gray snapper,0,0.60982049,125,NA,30.02,33.48,6.25,600282,1,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.117865394,0.008805469,0,0,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.015058821,0.001125012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
956,CH,29G,early,pink shrimp,0,0.60982049,125,NA,30.02,33.48,6.25,600282,1,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.117865394,0.008805469,0,0,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.015058821,0.001125012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
957,CH,29G,early,red drum,0,0.60982049,125,NA,30.02,33.48,6.25,600282,1,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.117865394,0.008805469,0,0,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.015058821,0.001125012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
958,CH,29G,early,spotted seatrout,0,0.60982049,125,NA,30.02,33.48,6.25,600282,1,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.117865394,0.008805469,0,0,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.015058821,0.001125012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
959,CH,29G,early,white shrimp,0,0.60982049,125,NA,30.02,33.48,6.25,600282,1,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.117865394,0.008805469,0,0,327.0588235,97.43776294,23.63212874,6.897058824,1.349612362,3.176470588,0.635933774,0.022860824,0.004584868,1.293657979,0.259450443,0.062925975,5.666666667,1.527525232,320.6677371,86.44024578,49.90629917,147.6391987,9.726132837,0.015058821,0.001125012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sled
960,CH,29G,late,blue crab,0,0.814713301,145,NA,29.7,28.81,3.92,600312,2,365.4385965,97.64927651,12.93396264,2.838763576,2.977218465,1.666666667,0.763762616,0.016812158,0.00507292,0.951373523,0.287068559,0.03802316,19,7.937253933,1075.18006,449.1566925,259.3207374,141.6785514,50.42674251,0.008207071,0,0,0,331.1111111,111.5082743,26.28275231,6.822751323,1.150082204,1.944444444,1.055641551,0.015662556,0.004204669,0.886319338,0.237935595,0.056081958,6,4,339.5305452,226.3536968,130.6853678,116.7041935,71.80110732,0.001094991,0.000330711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.0512821,93.07358545,14.90370141,1,0,1.538461538,0.554700196,0.005087051,0.001532802,0.287868216,0.086738866,0.013889334,19.5,4.949747468,1103.474272,280.0984094,198.0594847,37.46153682,12.16427378,0,0,0,0,0,sled
961,CH,29G,late,brown shrimp,0,0.814713301,145,NA,29.7,28.81,3.92,600312,2,365.4385965,97.64927651,12.93396264,2.838763576,2.977218465,1.666666667,0.763762616,0.016812158,0.00507292,0.951373523,0.287068559,0.03802316,19,7.937253933,1075.18006,449.1566925,259.3207374,141.6785514,50.42674251,0.008207071,0,0,0,331.1111111,111.5082743,26.28275231,6.822751323,1.150082204,1.944444444,1.055641551,0.015662556,0.004204669,0.886319338,0.237935595,0.056081958,6,4,339.5305452,226.3536968,130.6853678,116.7041935,71.80110732,0.001094991,0.000330711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.0512821,93.07358545,14.90370141,1,0,1.538461538,0.554700196,0.005087051,0.001532802,0.287868216,0.086738866,0.013889334,19.5,4.949747468,1103.474272,280.0984094,198.0594847,37.46153682,12.16427378,0,0,0,0,0,sled
962,CH,29G,late,gray snapper,0,0.814713301,145,NA,29.7,28.81,3.92,600312,2,365.4385965,97.64927651,12.93396264,2.838763576,2.977218465,1.666666667,0.763762616,0.016812158,0.00507292,0.951373523,0.287068559,0.03802316,19,7.937253933,1075.18006,449.1566925,259.3207374,141.6785514,50.42674251,0.008207071,0,0,0,331.1111111,111.5082743,26.28275231,6.822751323,1.150082204,1.944444444,1.055641551,0.015662556,0.004204669,0.886319338,0.237935595,0.056081958,6,4,339.5305452,226.3536968,130.6853678,116.7041935,71.80110732,0.001094991,0.000330711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.0512821,93.07358545,14.90370141,1,0,1.538461538,0.554700196,0.005087051,0.001532802,0.287868216,0.086738866,0.013889334,19.5,4.949747468,1103.474272,280.0984094,198.0594847,37.46153682,12.16427378,0,0,0,0,0,sled
963,CH,29G,late,pink shrimp,0,0.814713301,145,NA,29.7,28.81,3.92,600312,2,365.4385965,97.64927651,12.93396264,2.838763576,2.977218465,1.666666667,0.763762616,0.016812158,0.00507292,0.951373523,0.287068559,0.03802316,19,7.937253933,1075.18006,449.1566925,259.3207374,141.6785514,50.42674251,0.008207071,0,0,0,331.1111111,111.5082743,26.28275231,6.822751323,1.150082204,1.944444444,1.055641551,0.015662556,0.004204669,0.886319338,0.237935595,0.056081958,6,4,339.5305452,226.3536968,130.6853678,116.7041935,71.80110732,0.001094991,0.000330711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.0512821,93.07358545,14.90370141,1,0,1.538461538,0.554700196,0.005087051,0.001532802,0.287868216,0.086738866,0.013889334,19.5,4.949747468,1103.474272,280.0984094,198.0594847,37.46153682,12.16427378,0,0,0,0,0,sled
964,CH,29G,late,red drum,0,0.814713301,145,NA,29.7,28.81,3.92,600312,2,365.4385965,97.64927651,12.93396264,2.838763576,2.977218465,1.666666667,0.763762616,0.016812158,0.00507292,0.951373523,0.287068559,0.03802316,19,7.937253933,1075.18006,449.1566925,259.3207374,141.6785514,50.42674251,0.008207071,0,0,0,331.1111111,111.5082743,26.28275231,6.822751323,1.150082204,1.944444444,1.055641551,0.015662556,0.004204669,0.886319338,0.237935595,0.056081958,6,4,339.5305452,226.3536968,130.6853678,116.7041935,71.80110732,0.001094991,0.000330711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.0512821,93.07358545,14.90370141,1,0,1.538461538,0.554700196,0.005087051,0.001532802,0.287868216,0.086738866,0.013889334,19.5,4.949747468,1103.474272,280.0984094,198.0594847,37.46153682,12.16427378,0,0,0,0,0,sled
